player_id,full_name,first_year,last_year,positions_played,height_in_inches,weight_in_pounds,birth_date,colleges_played_for
durenja01,Jalen Duren,2023,2025,C,82,250.0,11/18/2003,Memphis
durenjo01,John Duren,1981,1983,G,75,195.0,10/30/1958,Georgetown
durhaja01,Jarrett Durham,1972,1972,F,77,188.0,08/22/1949,Duquesne
durhapa01,Pat Durham,1993,1995,F,79,210.0,03/10/1967,Colorado State
durrade01,Devin Durrant,1985,1986,F,79,200.0,10/20/1960,BYU
durreke01,Ken Durrett,1972,1975,F,79,190.0,12/08/1948,La Salle
duvaltr01,Trevon Duval,2019,2019,G,74,189.0,08/03/1998,Duke
dwanja01,Jack Dwan,1949,1949,F-G,76,200.0,05/03/1921,Loyola Chicago
dykemcr01,Craig Dykema,1982,1982,F,80,190.0,06/11/1959,Cal State Long Beach
dykerge01,Gene Dyker,1954,1954,F,78,225.0,02/17/1930,DePaul
dysonje01,Jerome Dyson,2012,2012,G,75,180.0,05/01/1987,UConn
eacklle01,Ledell Eackles,1989,1998,G-F,77,220.0,11/24/1966,New Orleans
eakinji01,Jim Eakins,1969,1978,C,83,215.0,05/24/1946,BYU
earlac01,Acie Earl,1994,1997,F-C,82,240.0,06/23/1970,Iowa
earleed01,Ed Earle,1954,1954,F,75,190.0,04/28/1927,Loyola Chicago
earlycl01,Cleanthony Early,2015,2016,F,80,210.0,04/17/1991,Wichita State
earlype01,Penny Early,1969,1969,G,63,114.0,05/30/1943,
easonta01,Tari Eason,2023,2025,F,80,216.0,05/10/2001,Cincinnati LSU
eatonma01,Mark Eaton,1983,1993,C,88,275.0,01/24/1957,Cypress College UCLA
eavesje01,Jerry Eaves,1983,1987,G,76,180.0,02/08/1959,Louisville
ebankde01,Devin Ebanks,2011,2013,F,81,215.0,10/28/1989,West Virginia
ebbenbi01,Bill Ebben,1958,1958,G,76,190.0,10/07/1935,Detroit Mercy
eberhal01,Al Eberhard,1975,1978,F,78,225.0,05/10/1952,Missouri
ebind01,Ndudi Ebi,2004,2005,F,81,200.0,06/18/1984,
ebronro01,Roy Ebron,1974,1974,C,81,220.0,08/31/1951,Louisiana
echenja01,Jaime Echenique,2022,2022,C,83,258.0,04/27/1997,Trinity Valley CC Wichita State
eddieja01,Jarell Eddie,2016,2018,G-F,79,218.0,10/30/1991,Virginia Tech
eddiepa01,Patrick Eddie,1992,1992,C,83,240.0,12/27/1967,Arkansas State University Ole Miss
eddledi01,Dike Eddleman,1950,1953,F-G,75,189.0,12/27/1922,Illinois
edelike01,Kenton Edelin,1985,1985,F,80,205.0,05/24/1962,Virginia
edeyza01,Zach Edey,2025,2025,C,88,305.0,05/14/2002,Purdue
edgech01,Charles Edge,1974,1975,F,78,210.0,02/23/1950,LeMoyne-Owen College
edmonbo01,Bobby Edmonds,1968,1970,F,78,220.0,03/08/1941,Tennessee State
edmonke01,Keith Edmonson,1983,1984,G,77,195.0,09/28/1960,Purdue
edneyty01,Tyus Edney,1996,2001,G,70,152.0,02/14/1973,UCLA
edwaran01,Anthony Edwards,2021,2025,G-F,76,225.0,08/05/2001,Georgia
edwarbi01,Bill Edwards,1994,1994,F,80,215.0,09/22/1971,Wright State University
edwarbl01,Blue Edwards,1990,1999,G-F,76,200.0,10/31/1965,East Carolina University
edwarca01,Carsen Edwards,2020,2022,G,71,200.0,03/12/1998,Purdue
edwarco01,Corsley Edwards,2005,2005,F,81,275.0,03/05/1979,Central Connecticut State University
edwardo01,Doug Edwards,1994,1996,F,79,220.0,01/21/1971,Florida State
edwarfr01,Franklin Edwards,1982,1988,G,73,170.0,02/02/1959,Cleveland State University
edwarja01,James Edwards,1978,1996,C-F,85,252.0,11/22/1955,Washington
edwarja02,Jay Edwards,1990,1990,G,76,185.0,01/03/1969,Indiana
edwarje01,Jesse Edwards,2025,2025,C,83,230.0,03/18/2000,West Virginia Syracuse
edwarjo01,John Edwards,2005,2006,C,84,275.0,07/31/1981,Kent State University
edwarju01,Justin Edwards,2025,2025,G,78,203.0,12/16/2003,Kentucky
edwarke02,Kessler Edwards,2022,2025,F,80,215.0,08/09/2000,Pepperdine
edwarke01,Kevin Edwards,1989,2001,G,75,190.0,10/30/1965,DePaul
edwarro01,Rob Edwards,2022,2022,G,77,205.0,01/20/1997,Cleveland State University Arizona State
edwarsh01,Shane Edwards,2014,2014,F,79,220.0,05/31/1987,Little Rock
edwarvi01,Vince Edwards,2019,2019,F,80,225.0,04/05/1996,Purdue
eganjo01,Johnny Egan,1962,1972,G,72,180.0,01/31/1939,Providence
egglelo01,Lonnie Eggleston,1949,1949,G,72,170.0,06/08/1918,Oklahoma State
ehlerbu01,Bulbs Ehlers,1948,1949,F-G,75,198.0,03/10/1923,Purdue
ehlocr01,Craig Ehlo,1984,1997,G-F,78,180.0,08/11/1961,Odessa College Washington State
eichhdi01,Rich Eichhorst,1962,1962,G,75,200.0,10/21/1933,SE Missouri State
eisleho01,Howard Eisley,1995,2006,G,74,177.0,12/04/1972,Boston College
ekeziob01,Obinna Ekezie,2000,2005,F-C,81,270.0,08/22/1975,Maryland
elamikh01,Khalid El-Amin,2001,2001,G,70,200.0,04/25/1979,UConn
eliasdo01,Don Eliason,1947,1947,F,74,210.0,07/24/1918,Hamline University
eliema01,Mario Elie,1991,2001,G-F,77,210.0,11/26/1963,American International College
ellebcj01,CJ Elleby,2021,2022,F,78,200.0,06/16/2000,Washington State
ellefra01,Ray Ellefson,1949,1951,C,80,230.0,11/18/1922,West Texas A&M University
ellenhe01,Henry Ellenson,2017,2021,F,82,240.0,01/13/1997,Marquette
ellinwa01,Wayne Ellington,2010,2022,G,76,207.0,11/29/1987,UNC
elliobo01,Bob Elliott,1979,1981,C-F,81,225.0,08/18/1955,Arizona
elliose01,Sean Elliott,1990,2001,F,80,205.0,02/02/1968,Arizona
ellisbo02,Bo Ellis,1978,1980,F,81,197.0,08/08/1954,Marquette
ellisbo01,Boo Ellis,1959,1960,F,77,185.0,02/11/1936,Niagara University
ellisda01,Dale Ellis,1984,2000,G-F,79,205.0,08/06/1960,Tennessee
ellisha01,Harold Ellis,1994,1998,G,77,200.0,10/07/1970,Morehouse College
ellisjo01,Joe Ellis,1967,1974,F-G,78,175.0,05/03/1944,San Francisco
elliske01,Keon Ellis,2023,2025,G,78,175.0,01/08/2000,Florida SouthWestern State College Alabama
ellisla01,LaPhonso Ellis,1993,2003,F,80,240.0,05/05/1970,Notre Dame
ellisle02,LeRon Ellis,1992,1996,F-C,81,225.0,04/28/1969,Kentucky Syracuse
ellisle01,Leroy Ellis,1963,1976,C-F,83,210.0,03/10/1940,St. John's
ellismo01,Monta Ellis,2006,2017,G,75,185.0,10/26/1985,
ellispe01,Pervis Ellison,1990,2001,F-C,81,210.0,04/03/1967,Louisville
elmorle01,Len Elmore,1975,1984,C-F,81,220.0,03/28/1952,Maryland
elsonfr01,Francisco Elson,2004,2012,C,84,235.0,02/28/1976,California
elstoda01,Darrell Elston,1975,1977,G,76,190.0,08/15/1952,UNC
elyme01,Melvin Ely,2003,2014,C,82,260.0,05/02/1978,Fresno State
embiijo01,Joel Embiid,2017,2025,C,84,280.0,03/16/1994,Kansas
embrywa01,Wayne Embry,1959,1969,C-F,80,240.0,03/26/1937,Miami University
emmetan01,Andre Emmett,2005,2012,F,77,230.0,08/27/1982,Texas Tech
endrene01,Ned Endress,1947,1947,F-G,74,200.0,03/02/1918,University of Akron
englewa01,Wayne Engelstad,1989,1989,F,80,245.0,12/06/1965,University of California Irvine
englech01,Chris Engler,1983,1988,C,83,245.0,03/01/1959,Minnesota Wyoming
engliaj01,AJ English,1991,1992,G,75,175.0,07/11/1967,Virginia Union University
englial01,Alex English,1977,1991,F,80,190.0,01/05/1954,South Carolina
englicl01,Claude English,1971,1971,F,76,185.0,12/26/1946,Rhode Island
englijo01,Jo Jo English,1993,1995,G,76,195.0,02/04/1970,South Carolina
engliki01,Kim English,2013,2013,G,78,200.0,09/24/1988,Missouri
englisc01,Scott English,1973,1975,F,78,205.0,10/20/1950,Texas-El Paso
engluge01,Gene Englund,1950,1950,F-C,77,205.0,10/21/1917,Wisconsin
ennisja01,James Ennis III,2015,2022,F,78,215.0,07/01/1990,Cal State Long Beach
ennisty01,Tyler Ennis,2015,2018,G,75,194.0,08/24/1994,Syracuse
eppsra01,Ray Epps,1979,1979,F,78,195.0,08/20/1956,Norfolk State
erdense01,Semih Erden,2011,2012,C,84,240.0,07/28/1986,
eriasbo01,Bo Erias,1958,1958,F,75,220.0,07/30/1932,Niagara University
erickke01,Keith Erickson,1966,1977,F-G,77,195.0,04/19/1944,UCLA
ervinju01,Julius Erving,1972,1987,F-G,79,210.0,02/22/1950,UMass
eschmev01,Evan Eschmeyer,2000,2003,C,83,255.0,05/30/1975,Northwestern
eskrija01,Jack Eskridge,1949,1949,C-F,77,200.0,01/21/1924,Kansas
esposvi01,Vincenzo Esposito,1996,1996,G,75,198.0,03/01/1969,
etienty01,Tyson Etienne,2025,2025,G,74,203.0,09/17/1999,Wichita State
eubandr01,Drew Eubanks,2019,2025,F,81,245.0,02/01/1997,Oregon State
evansbi01,Billy Evans,1970,1970,G,72,170.0,03/03/1947,Boston College
evansbo01,Bob Evans,1950,1950,G,74,175.0,05/31/1925,Butler
evansbr01,Brian Evans,1997,1999,F,80,220.0,09/13/1973,Indiana
evansea01,Earl Evans,1980,1980,F,80,202.0,11/11/1955,USC UNLV
evansja02,Jacob Evans,2019,2020,G-F,76,210.0,06/18/1997,Cincinnati
evansja01,Jawun Evans,2018,2019,G,72,185.0,07/26/1996,Oklahoma State
evansje01,Jeremy Evans,2011,2018,F,81,200.0,10/24/1987,Western Kentucky
evansma01,Maurice Evans,2002,2012,G,77,220.0,11/08/1978,Wichita State Texas
evansmi01,Mike Evans,1980,1988,G,73,170.0,04/19/1955,Kansas State
evansre01,Reggie Evans,2003,2015,F,80,245.0,05/18/1980,Iowa
evansty01,Tyreke Evans,2010,2019,G-F,78,220.0,09/19/1989,Memphis
evbuoto01,Tosan Evbuomwan,2024,2025,F,80,219.0,02/16/2001,Princeton
ewingda01,Daniel Ewing,2006,2007,G,75,185.0,03/26/1983,Duke
ewingpa01,Patrick Ewing,1986,2002,C-F,84,240.0,08/05/1962,Georgetown
ewingpa02,Patrick Ewing,2011,2011,F,80,235.0,05/20/1984,Indiana Georgetown
exumda01,Dante Exum,2015,2025,G,77,214.0,07/13/1995,
eyengch01,Christian Eyenga,2011,2012,F,77,210.0,06/22/1989,
ezelife01,Festus Ezeli,2013,2016,C,83,255.0,10/21/1989,Vanderbilt
ezersjo01,Johnny Ezersky,1948,1950,F-G,75,175.0,03/21/1922,Rhode Island
fabeljo01,Joe Fabel,1947,1947,F-G,73,190.0,05/15/1917,Pitt
faircjo01,John Fairchild,1966,1970,F,80,205.0,04/28/1943,Palomar College BYU
fallta01,Tacko Fall,2020,2022,C,90,311.0,12/10/1995,Central Florida
farbmph01,Phil Farbman,1949,1949,F,73,185.0,04/03/1924,City College of New York
farieke01,Kenneth Faried,2012,2019,F-C,80,220.0,11/19/1989,Morehead State University
farledi01,Dick Farley,1955,1959,G-F,76,190.0,04/13/1932,Indiana
farmajo01,Jordan Farmar,2007,2017,G,74,180.0,11/30/1986,UCLA
farmede01,Desmon Farmer,2007,2009,G,77,220.0,10/07/1981,USC
farmeji01,Jim Farmer,1988,1994,G,76,190.0,09/23/1964,Alabama
farmemi01,Mike Farmer,1959,1966,F,79,210.0,09/26/1936,San Francisco
farmeto01,Tony Farmer,1998,2000,F,81,244.0,01/03/1970,San Jose State Nebraska
faughbo01,Bob Faught,1947,1947,F,77,185.0,09/02/1921,Notre Dame
favervi01,Vítor Luiz Faverani,2014,2014,C,83,260.0,05/05/1988,
favorde01,Derrick Favors,2011,2022,F-C,81,265.0,07/15/1991,Georgia Tech
fazekni01,Nick Fazekas,2008,2008,F,83,235.0,06/17/1985,Nevada
fedorda01,Dave Fedor,1963,1963,F,78,190.0,12/10/1940,Florida State
feeribo01,Bob Feerick,1947,1950,F-G,75,190.0,01/02/1920,Santa Clara
feherbu01,Butch Feher,1977,1977,G,76,185.0,05/19/1954,Vanderbilt
feickja01,Jamie Feick,1997,2001,C-F,80,255.0,07/03/1974,Michigan State
feierro01,Ron Feiereisel,1956,1956,G,75,185.0,08/06/1931,DePaul
feigege01,George Feigenbaum,1950,1953,G,73,185.0,07/02/1928,Kentucky
feitlda01,Dave Feitl,1987,1992,C,83,235.0,06/08/1962,Texas-El Paso
feldeka01,Kay Felder,2017,2018,G,69,176.0,03/29/1995,Oakland
feliccr01,Cristiano Felício,2016,2021,F-C,83,270.0,07/07/1992,
felixca01,Carrick Felix,2014,2014,G,78,201.0,08/17/1990,Arizona State
felixno01,Noel Felix,2006,2006,F,81,225.0,10/04/1981,Fresno State
felixra01,Ray Felix,1954,1962,C,83,220.0,12/10/1930,Long Island University
feltora01,Raymond Felton,2006,2019,G,73,205.0,06/26/1984,UNC
fendlja01,Jake Fendley,1952,1953,G,72,180.0,06/12/1929,Northwestern
fenlewa01,Warren Fenley,1947,1947,F,75,190.0,02/08/1922,Manhattan University
fergude01,Desmond Ferguson,2004,2004,G-F,79,203.0,07/22/1977,Missouri Detroit Mercy
fergute01,Terrance Ferguson,2018,2021,G-F,78,190.0,05/17/1998,
fernaru01,Rudy Fernández,2009,2012,G,78,185.0,04/04/1985,
fernabr01,Bruno Fernando,2020,2025,F,81,240.0,08/15/1998,Maryland
fernser01,Eric Fernsten,1976,1984,C-F,82,205.0,11/01/1953,San Francisco
ferraal01,Al Ferrari,1956,1963,G-F,76,190.0,07/06/1933,Michigan State
ferrero01,Rolando Ferreira,1989,1989,C,85,240.0,05/24/1964,Houston
ferredu01,Duane Ferrell,1989,1999,F-G,79,209.0,02/28/1965,Georgia Tech
ferreyo01,Yogi Ferrell,2017,2021,G,72,178.0,05/09/1993,Indiana
ferriar01,Arnie Ferrin,1949,1951,F-G,74,180.0,07/29/1925,Utah
ferrybo01,Bob Ferry,1960,1969,C-F,80,230.0,05/31/1937,Saint Louis
ferryda01,Danny Ferry,1991,2003,F,82,230.0,10/17/1966,Duke
fesenky01,Kyrylo Fesenko,2008,2012,C,85,288.0,12/24/1986,
fieldbo01,Bobby Fields,1972,1972,G,75,175.0,10/20/1949,Brandywine Junior College La Salle
fieldke01,Kenny Fields,1985,1988,F-G,77,220.0,02/09/1962,UCLA
fieldla01,Landry Fields,2011,2015,F,79,210.0,06/27/1988,Stanford
filipro01,Ron Filipek,1968,1968,F,77,205.0,02/05/1944,Tennessee Technological University
filipky01,Kyle Filipowski,2025,2025,F-C,83,250.0,11/07/2003,Duke
fillmgr01,Greg Fillmore,1971,1972,C,85,240.0,03/07/1947,Cheyney (PA)
finchla01,Larry Finch,1974,1975,G,74,185.0,02/16/1951,Memphis
finkeha01,Hank Finkel,1967,1975,C,84,240.0,04/20/1942,Dayton
finlemi01,Michael Finley,1996,2010,G-F,79,215.0,03/06/1973,Wisconsin
finnda01,Danny Finn,1953,1955,G,73,185.0,05/29/1928,St. John's
finnedo01,Dorian Finney-Smith,2017,2025,F,79,220.0,05/04/1993,Florida
fishma01,Matt Fish,1995,1997,C,83,235.0,11/18/1969,UNC Wilmington
fishede01,Derek Fisher,1997,2014,G,73,200.0,08/09/1974,Little Rock
fisheri01,Rick Fisher,1972,1972,F,77,215.0,10/27/1948,Trinidad State Junior College Colorado State
fitchge01,Gerald Fitch,2006,2006,G,75,188.0,08/12/1982,Kentucky
fittsma01,Malik Fitts,2021,2022,F,80,230.0,07/04/1997,South Florida Saint Mary's
fitzgbo01,Bob Fitzgerald,1947,1949,F-C,77,190.0,03/14/1923,Seton Hall
fitzgdi01,Dick Fitzgerald,1947,1948,F,74,175.0,11/18/1920,Fordham
fizerma01,Marcus Fizer,2001,2006,F,81,262.0,08/10/1978,Iowa State
flaglad01,Adam Flagler,2024,2025,G,75,195.0,12/01/1999,Presbyterian College Baylor
fleisje01,Jerry Fleishman,1947,1953,G-F,74,190.0,02/14/1922,NYU
flemial01,Al Fleming,1978,1978,F,79,215.0,04/05/1954,Arizona
flemied01,Ed Fleming,1956,1960,G-F,75,189.0,07/25/1933,Niagara University
flemive01,Vern Fleming,1985,1996,G,77,185.0,02/04/1962,Georgia
florelu01,Luis Flores,2005,2005,G,74,200.0,04/11/1981,Rutgers University Manhattan University
flowebr01,Bruce Flowers,1983,1983,F,80,225.0,06/13/1957,Notre Dame
flowetr01,Trentyn Flowers,2025,2025,G-F,79,185.0,03/08/2005,
floydsl01,Sleepy Floyd,1983,1995,G,75,170.0,03/06/1960,Georgetown
flynnjo01,Jonny Flynn,2010,2012,G,72,185.0,02/06/1989,Syracuse
flynnma01,Malachi Flynn,2021,2025,G,73,175.0,05/10/1998,Washington State San Diego State
flynnmi01,Mike Flynn,1976,1978,G,74,180.0,07/31/1953,Kentucky
foglela01,Larry Fogle,1976,1976,G,77,205.0,03/19/1953,Canisius
foleyja01,Jack Foley,1963,1963,F,75,170.0,04/19/1939,Holy Cross
fontais01,Isaac Fontaine,2002,2002,G,76,210.0,04/16/1975,Washington State
fontale01,Levi Fontaine,1971,1971,G,76,190.0,11/01/1948,University of Maryland Eastern Shore
fontesi01,Simone Fontecchio,2023,2025,F,80,209.0,12/09/1995,
footeje01,Jeff Foote,2012,2012,C,84,265.0,07/14/1987,Cornell
forbebr01,Bryn Forbes,2017,2023,G,74,205.0,07/23/1993,Michigan State
forbega01,Gary Forbes,2011,2012,F,79,220.0,02/25/1985,Virginia UMass
fordal03,Aleem Ford,2022,2022,F,80,220.0,12/22/1997,Wisconsin
fordal01,Alphonso Ford,1994,1995,G,73,190.0,10/31/1971,Mississippi Valley State University
fordal02,Alton Ford,2002,2004,F,81,275.0,05/29/1981,Houston
fordbo01,Bob Ford,1973,1973,F,79,228.0,01/26/1950,Purdue
fordch01,Chris Ford,1973,1982,G-F,77,190.0,01/11/1949,Villanova
forddo01,Don Ford,1976,1982,F,81,215.0,12/31/1952,New Mexico UC Santa Barbara
fordja01,Jake Ford,1971,1972,G,75,180.0,04/29/1945,University of Maryland Eastern Shore
fordjo01,Jordan Ford,2024,2024,G,73,175.0,05/26/1998,Saint Mary's
fordph01,Phil Ford,1979,1985,G,74,175.0,02/09/1956,UNC
fordsh02,Sharrod Ford,2006,2006,F,81,225.0,01/09/1982,Clemson
fordsh01,Sherell Ford,1996,1996,F,79,210.0,08/26/1972,University of Illinois at Chicago
fordtj01,TJ Ford,2004,2012,G,72,165.0,03/24/1983,Texas
formado01,Donnie Forman,1949,1949,G,70,175.0,01/17/1926,NYU
forreba01,Bayard Forrest,1978,1979,C,82,235.0,07/08/1954,Grand Canyon University
forretr01,Trent Forrest,2021,2024,G,76,210.0,06/12/1998,Florida State
fortejo01,Joseph Forte,2002,2003,G,76,194.0,03/23/1981,UNC
fortsco01,Courtney Fortson,2012,2012,G,71,185.0,05/23/1988,Arkansas
fortsda01,Danny Fortson,1998,2007,F,79,260.0,03/27/1976,Cincinnati
fostefr01,Fred Foster,1969,1977,F,77,210.0,03/18/1946,Miami University
fostegr01,Greg Foster,1991,2003,F-C,83,240.0,10/03/1968,UCLA Texas-El Paso
fosteje01,Jeff Foster,2000,2012,F-C,83,236.0,01/16/1977,Texas State University
fosteja01,Jimmy Foster,1975,1976,G,73,175.0,12/16/1951,UConn
fostemi02,Michael Foster Jr,2023,2023,F,80,250.0,01/16/2003,
fostero01,Rod Foster,1984,1986,G,73,160.0,10/10/1960,UCLA
fotsian01,Antonis Fotsis,2002,2002,F,82,219.0,04/01/1981,
fournev01,Evan Fournier,2013,2024,G-F,78,205.0,10/29/1992,
foustla01,Larry Foust,1951,1962,C-F,81,215.0,06/24/1928,La Salle
fowleca01,Calvin Fowler,1970,1970,G,72,175.0,02/11/1940,Saint Francis University
fowleje01,Jerry Fowler,1952,1952,C,80,230.0,06/20/1927,Missouri
fowlktr01,Tremaine Fowlkes,2002,2005,F,80,220.0,04/11/1976,California Fresno State
foxde01,De'Aaron Fox,2018,2025,G,75,185.0,12/20/1997,Kentucky
foxha01,Harold Fox,1973,1973,G,74,175.0,08/29/1949,Jacksonville University
foxji01,Jim Fox,1968,1977,C-F,82,230.0,04/07/1943,South Carolina
foxri01,Rick Fox,1992,2004,F-G,79,230.0,07/24/1969,UNC
foyera01,Randy Foye,2007,2017,G,76,213.0,09/24/1983,Villanova
foylead01,Adonal Foyle,1998,2009,C,82,250.0,03/09/1975,Colgate
frahmri01,Richie Frahm,2004,2008,G,77,210.0,08/14/1977,Gonzaga
francst01,Steve Francis,2000,2008,G,75,195.0,02/21/1977,San Jacinto College Allegany College of Maryland Maryland
frankte01,Tellis Frank,1988,1994,F-C,82,225.0,04/26/1965,Western Kentucky
frankna01,Nat Frankel,1947,1947,F-G,72,195.0,11/03/1913,Brooklyn College
frankwi01,Bill Franklin,1973,1976,F,79,220.0,10/19/1949,Purdue
frankja01,Jamaal Franklin,2014,2015,G,77,191.0,07/21/1991,San Diego State
frankro01,Robert Franks,2021,2021,F,79,225.0,12/18/1996,Washington State
franzro01,Ron Franz,1968,1973,F,79,205.0,10/20/1945,Kansas
frazime01,Melvin Frazier,2019,2022,G,77,215.0,08/30/1996,Tulane
frazimi01,Michael Frazier,2020,2020,G,75,200.0,03/08/1994,Florida
fraziti01,Tim Frazier,2015,2022,G,72,170.0,11/01/1990,Penn State
fraziwa01,Walt Frazier,1968,1980,G,76,200.0,03/29/1945,Southern Illinois
fraziwi01,Will Frazier,1966,1969,C-F,79,210.0,08/25/1942,Grambling State University
fredean01,Anthony Frederick,1989,1992,F,79,205.0,12/07/1964,Pepperdine
fredeji01,Jimmer Fredette,2012,2019,G,74,195.0,02/25/1989,BYU
freewo01,World B Free,1976,1988,G,75,190.0,12/09/1953,Guilford College
kanteen01,Enes Freedom,2012,2022,C,82,250.0,05/20/1992,Kentucky
freeljo01,Joel Freeland,2013,2015,F-C,82,250.0,02/07/1987,
freemdo01,Donnie Freeman,1968,1976,G,75,185.0,07/18/1944,Illinois
freemen01,Enrique Freeman,2025,2025,F,79,206.0,07/29/2000,University of Akron
freemga01,Gary Freeman,1971,1971,F,81,210.0,07/25/1948,Oregon State
freemro01,Rod Freeman,1974,1974,F,79,225.0,11/05/1950,Vanderbilt
freemja01,Javon Freeman-Liberty,2024,2024,G,76,180.0,10/20/1999,Valparaiso DePaul
freijma01,Matt Freije,2005,2007,F,82,240.0,10/02/1981,Vanderbilt
freyfr01,Frido Frey,1947,1947,F,74,195.0,10/26/1921,Long Island University
frienla01,Larry Friend,1958,1958,G-F,76,185.0,04/14/1935,California
frinkpa01,Pat Frink,1969,1969,G,76,195.0,02/18/1945,Colorado
fritsji01,Jim Fritsche,1954,1955,F-C,80,210.0,12/10/1931,Hamline University
fryech01,Channing Frye,2006,2019,C-F,84,255.0,05/17/1983,Arizona
fryerbe01,Bernie Fryer,1974,1975,G,75,185.0,12/25/1949,BYU
fucarfr01,Frank Fucarino,1947,1947,F,74,175.0,07/24/1920,Long Island University
fudgeal01,Alex Fudge,2024,2024,F,80,200.0,05/06/2003,LSU Florida
fuetshe01,Herm Fuetsch,1948,1948,G,72,170.0,07/06/1918,
fulksjo01,Joe Fulks,1947,1954,F-C,77,190.0,10/26/1921,Millsaps College Murray State
fulleca01,Carl Fuller,1971,1972,C,81,225.0,01/10/1946,Bethune-Cookman College
fullehi01,Hiram Fuller,2004,2004,F,81,240.0,05/15/1981,Fresno State
fulleto02,Todd Fuller,1997,2001,C,83,255.0,07/25/1974,NC State
fulleto01,Tony Fuller,1981,1981,G,76,180.0,09/04/1958,Vincennes University Pepperdine
fultzma01,Markelle Fultz,2018,2025,G,76,209.0,05/29/1998,Washington
fundela01,Lawrence Funderburke,1998,2005,F,81,230.0,12/15/1970,Indiana Ohio State
funkan01,Andrew Funk,2024,2024,G,77,200.0,09/21/1999,Bucknell Penn State
furlote01,Terry Furlow,1977,1980,G-F,76,190.0,10/18/1954,Michigan State
furphjo01,Johnny Furphy,2025,2025,G-F,80,200.0,12/08/2004,Kansas
gaborbi01,Bill Gabor,1950,1955,G-F,71,170.0,05/13/1922,Syracuse
gabriwe01,Wenyen Gabriel,2020,2024,F,81,205.0,03/26/1997,Kentucky
gadzuda01,Dan Gadzuric,2003,2012,C,83,240.0,02/02/1978,UCLA
gaffoda01,Daniel Gafford,2020,2025,C-F,82,234.0,10/01/1998,Arkansas
gaide01,Deng Gai,2006,2006,F,81,250.0,03/22/1982,Fairfield
gaineel01,Elmer Gainer,1948,1950,F-C,78,195.0,11/22/1918,DePaul
gainebi01,Bill Gaines,1969,1969,G,76,185.0,03/10/1946,Texas A&M University-Commerce
gaineco01,Corey Gaines,1989,1995,G,75,195.0,06/01/1965,UCLA Loyola Marymount
gainere01,Reece Gaines,2004,2006,G,78,205.0,01/07/1981,Louisville
gaineda01,Smokey Gaines,1968,1968,G,73,170.0,02/27/1940,LeMoyne-Owen College
gainesu01,Sundiata Gaines,2010,2012,G,73,185.0,04/18/1986,Georgia
galemi01,Mike Gale,1972,1982,G,76,185.0,07/18/1950,Elizabeth City State University
gallach01,Chad Gallagher,1994,1994,C,82,255.0,05/30/1969,Creighton
gallaha01,Harry Gallatin,1949,1958,F-C,78,210.0,04/26/1927,Truman State University
gillege01,Gene Gallette,1947,1947,F,74,205.0,02/22/1919,
gallida01,Danilo Gallinari,2009,2024,F,82,233.0,08/08/1988,
gallola01,Langston Galloway,2015,2022,G,73,200.0,12/09/1991,Saint Joseph's
gambeda01,Dave Gambee,1959,1970,F,78,215.0,04/16/1937,Oregon State
gamblke01,Kevin Gamble,1988,1997,F-G,77,210.0,11/13/1965,Iowa
ganttbo01,Bob Gantt,1947,1947,F-C,76,205.0,06/22/1922,Duke
garbajo01,Jorge Garbajosa,2007,2008,F,81,245.0,12/19/1977,
garceru01,Rubén Garcés,2001,2001,F,81,245.0,10/17/1973,Providence
garcial01,Alex Garcia,2004,2005,G,75,220.0,03/04/1980,
garcifr01,Francisco García,2006,2015,F-G,79,195.0,12/31/1981,Louisville
gardnch01,Chuck Gardner,1968,1968,F,80,205.0,09/30/1944,Colorado
gardnea01,Earl Gardner,1949,1949,F,75,195.0,09/18/1923,DePauw University
gardnke01,Ken Gardner,1976,1976,F,77,205.0,09/27/1949,Utah
gardnth01,Thomas Gardner,2008,2009,G,77,225.0,02/08/1985,Missouri
gardnve01,Vern Gardner,1950,1952,F-C,77,200.0,05/14/1925,Utah
garfija01,Jack Garfinkel,1947,1949,G,72,190.0,06/13/1918,St. John's
garinpa01,Patricio Garino,2017,2017,G-F,78,210.0,05/17/1993,George Washington
garlada01,Darius Garland,2020,2025,G,73,192.0,01/26/2000,Vanderbilt
garlaga01,Gary Garland,1980,1980,G,76,180.0,10/12/1957,DePaul
garlawi01,Winston Garland,1988,1995,G,74,170.0,12/19/1964,Missouri State
garmadi01,Dick Garmaker,1956,1961,G-F,75,200.0,10/29/1932,Hibbing Community College Minnesota
garnebi01,Bill Garner,1968,1968,C,82,220.0,06/17/1940,University of Portland
garnech01,Chris Garner,1998,2001,G,70,156.0,02/02/1975,Memphis
garnebi02,Bill Garnett,1983,1986,F,81,225.0,04/22/1960,Wyoming
garneke01,Kevin Garnett,1996,2016,F-C,83,240.0,05/19/1976,
garnema01,Marlon Garnett,1999,1999,G,74,186.0,07/03/1975,Santa Clara
garrebi01,Billy Garrett,2019,2019,G,78,213.0,10/16/1994,DePaul
garreca01,Calvin Garrett,1981,1984,F,79,190.0,07/11/1956,Austin Peay State University Oral Roberts
garrede01,Dean Garrett,1997,2002,C,83,250.0,11/27/1966,Indiana
garredi02,Diante Garrett,2013,2014,G,76,190.0,11/03/1988,Iowa State
garredi01,Dick Garrett,1970,1974,G,75,185.0,01/31/1947,Southern Illinois
